rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Executive Executive Triple Room,room,executive,private bathroom,,triple,not club,,no balcony,,
Guest Room with King Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
Suite With Terrace And Sea View Half Board,suite,,private bathroom,,,not club,,no balcony,sea view,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
"Upgrade Room, 2 Twin Beds (2 Twin Beds)",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Triple room Breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
Mobility Accessible Alii Resort View King Room with Tub ALII RESORT VW KNG BD MOBILITY ACCESS BATHTUB (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,with view,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
Club King Suite Club Rotana Classic Suite - King Bed,suite,classic,private bathroom,double/double-or-twin,double,club,,no balcony,,
Twin room - Executive Twin room - Executive,room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Studio, Terrace, Partial Sea View (Select - Split Level) (2 Twin Beds)",studio,,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,duplex floor
Apartment 1 bedroom Half Board,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Classic Suite Classic Suite - King Bed,suite,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Room Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
3 BEDROOM SUITE - THALASSA BEDROOM 1 KING BED DUAL CLOSED HEADS BASEMENT NOT FOUNDER FACTS,suite,,private bathroom,double/double-or-twin,,not club,3 bedrooms,no balcony,,
"Deluxe Double or Twin Room, 1 Bedroom (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Executive Club Room Marina View Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,club,,no balcony,harbour view,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
"Club Lounge Access, Suite, 1 King, Sofa bed Clube de Lojes Apto, One King Bed, Sofa bed",suite,,private bathroom,double/double-or-twin,double,club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
THREE BEDROOMS WITH PRIVILEGELY SEA VIEW Room only,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,sea view,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
"Guest room, 2 Single, City view",room,standard,private bathroom,,double,not club,,no balcony,city view,
Standard Twin Room (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Mobility Accessible Alii Resort View King Room with Tub ALII RESORT VW KNG BD MOBILITY ACCESS BATHTUB (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,with view,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Deluxe Double Room Room Only,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple room - Superior Triple room - Superior,room,superior,private bathroom,,triple,not club,,no balcony,,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
SUPER DELUXE SUITE Breakfast,suite,deluxe,private bathroom,,,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
"Grand Suite, View (Creek View)",suite,grand,private bathroom,,,not club,,no balcony,water view,
Family Suite Family Pool Suite Garden View Garden,suite,,private bathroom,,,not club,,no balcony,garden view,
Superior Superior Room With One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Guest Room with King Bed Room only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
PREMIUM TWIN ROOM (TWIN),room,premium,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Hideaway Two-bedroom Pool Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
Vilòn Charming Character Vilacharming charming character,cottage,,private bathroom,,,not club,,no balcony,,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Standard Triple STD3 Standard rate without breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
"Deluxe Double or Twin Room, 1 Bedroom (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Family Suite Family Pool Suite Garden View Garden,suite,,private bathroom,,,not club,,no balcony,garden view,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Double room - Side Sea View Double room - Side Sea View sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Hilton, Basic Twin Room (2 Twin Beds)",room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Guest Room with Queen Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
dormBed in a dormitory room with 4 bunk beds (facilities out of the room)   in block,dorm,,shared bathroom,,,not club,,no balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
Luxury Guestroom with Shared Pool,room,luxury,private bathroom,,,not club,,no balcony,,
"Superior Room, Garden Area(2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard Double or Twin Room,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Deluxe Family Sea View Room,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
SUPER DELUXE SUITE Breakfast,suite,deluxe,private bathroom,,,not club,,no balcony,,
Grand Deluxe King with Terrace (1 King Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
DormBed in a dormitory room with 4 bunk beds (facilities out of the room)   in block,dorm,,shared bathroom,,,not club,,no balcony,,
Double capacity 1,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
High Floor Spacious Room with King Bed High Floor Spacious Room with King Bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard City View Room - Twin Beds City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
"Club Club Room, 1 Twin Bed",room,standard,private bathroom,single bed,single,club,,no balcony,,
Twin/Double room - Bosphorus Twin/Double room - Bosphorus,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
metro view room - double Half Board,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Deluxe Triple Room Single bed(1 Amount) Double(1 Amount),room,deluxe,private bathroom,multiple,single,not club,,no balcony,,
Standard room with double bed and balcony double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 1KG MOB ACC RI SHWR (2 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy superior room with 1 double bed double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
Family Suite Family Pool Suite Garden View Garden,suite,,private bathroom,,,not club,,no balcony,garden view,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Studio deluxe studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
"Suite, Terrace (Golden Horn View -  Lounge)",suite,,private bathroom,,,not club,,no balcony,,
(Closed) Prince Hotel (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
1 Person in 6-Bed Dormitory - Mixed (1 Twin Bed),dorm,,shared bathroom,,,not club,,no balcony,,
"Metro View Room, 1 Queen Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Superior bay view,room,superior,private bathroom,,,not club,,no balcony,bay view,
