rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Double room King bed - Smoking Double room King bed - Smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Deluxe Terrace Garden Access King,room,deluxe,private bathroom,,,not club,,no balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Guest Room with King Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Suite With Terrace,suite,grand,private bathroom,,,not club,,no balcony,,
Executive Executive Room with Queen Bed,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Superior Twin Superior,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
"Suite, 1 Bedroom, Pet Friendly (1 King Bed)",suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Club Club Room, 1 Twin Bed",room,standard,private bathroom,single bed,single,club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Traditional Room, 1 King Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Family Sea View Room,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Standard Twin Room (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Executive Triple Room (3 Twin Beds),room,executive,private bathroom,,triple,not club,,no balcony,,
Premium King Room with City View with 20% discount on FandB - Non-refundable Room Only,room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
"Deluxe Double or Twin Room, 1 Bedroom (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
High Floor Spacious Room with King Bed High Floor Spacious Room with King Bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Room, Sea View (1 Double Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Economy Family Room double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Deluxe Garden View Room,room,deluxe,private bathroom,,,not club,,no balcony,garden view,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Suite Basic Rate without breakfast,suite,,private bathroom,,,not club,,no balcony,,
Family Suite FAMILY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Double room Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
School dormitory twin,dorm,,shared bathroom,twin/twin-or-double,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Guest Room with King Bed Room only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
"Traditional Room, 1 King Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin/Double room - Land view Twin/Double room - Land view,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,land view,
Deluxe DELUXE ROOM.,room,deluxe,private bathroom,,,not club,,no balcony,,
Standard Double Room (1 Queen Bed),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Classic Roof Garden View(2 Twin Beds),room,classic,private bathroom,twin/twin-or-double,double,not club,,no balcony,garden view,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Deluxe Deluxe Jacuzzi,room,deluxe,private bathroom,,,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
SUPER DELUXE SUITE Breakfast,suite,deluxe,private bathroom,,,not club,,no balcony,,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
"Suite Suite, 1 King Bed",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Apartment 1 bedroom Half Board,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Escape Superior Room with Balcony non-smoking,room,superior,private bathroom,,,not club,,balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 1KG MOB ACC RI SHWR (1 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
Deluxe Room Double Full Board,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Tub Studio (1 Queen Bed),studio,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Bomonti Suite - Bomonti,suite,,private bathroom,,,not club,,no balcony,,
Loft 1 bedroom - King bed - Inspired Living - Balcony Loft 1 bedroom - King bed - Inspired Living - Balcony,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,balcony,,
Standard double or twin room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
"Premium Apartment, 1 Bedhipuilawewa Apartment, 1 King Bed",apartment,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Le Royal Club Room King Bed,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior Suite Grande,junior-suite,grand,private bathroom,,,not club,,no balcony,,
Guest Room with King Bed Room only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio delulime,studio,,private bathroom,,,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Twin/Double room - Land view Twin/Double room - Land view,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,land view,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite Basic Rate without breakfast,suite,,private bathroom,,,not club,,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Apartment 2 bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Family Room Three Beds,room,standard,private bathroom,,triple,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort Double/ Twin Basic Rate with breakfast,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Three Bedroom Grand Suite With Sea or Marina View Non-smoking,suite,grand,private bathroom,,,not club,3 bedrooms,no balcony,harbour view,
Grand Deluxe GRAND DELUXE SUIT,suite,deluxe,private bathroom,,,not club,,no balcony,,
Accessible Rotunda Suite,suite,,private bathroom,,,not club,,no balcony,,
Deluxe superior room twin,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
TS Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Grand Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Superior Twin/Double room - Superior,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Double Room Room Only,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Executive Suite Executive Suite, 2 Twin Beds and 1 Double Bed",suite,executive,private bathroom,,double,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Executive King Room Non Smoking non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Deluxe Suite, 1 King Bed, Private Pool",suite,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Four Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,4 bedrooms,no balcony,sunset view,
"Club Room, 1 King Bed, Lounge access, Sea view (1 King Bed)",room,standard,private bathroom,double/double-or-twin,double,club,,no balcony,sea view,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
DELUXE - Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,,
Standard triple bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
